id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
243,"Whether you're a student, secretary, office administrator, m...",204,103363,0.939,210.54,174.52,72.18,2008-10-01,arenasnow
244,"Whether you use a PC, laptop, or typewriter - typing is an i...",148,5165,0.746,199.48,155.75,48.47,2008-10-01,chakk
245,"When you are typing on a typewriter, your input appears dire...",209,122981,1.015,218.24,189.15,79.11,2008-09-30,
246,Even the best-designed chair won't make up for bad posture. ...,212,123207,1.013,228.02,190.04,79.12,2008-09-30,
247,Commas and periods always go inside quotation marks. Colons ...,274,106326,1.0,216.54,184.53,78.12,2008-09-30,joshua728
248,Commas and periods always go inside quotation marks. Colons ...,109,6335,0.818,253.64,179.96,57.98,2008-10-01,joshua728
249,Question marks and exclamation points go inside quotation ma...,164,5800,0.85,250.92,172.12,56.1,2008-10-01,joshua728
250,"Ergonomics is a term that combines the Greek word ergon, mea...",212,90289,0.91,201.65,169.68,70.73,2008-09-30,arenasnow2
251,"A computer needs a manager to administer its operations, jus...",127,16392,0.893,233.38,167.93,47.11,2008-10-01,joshua728
252,"A computer needs a manager to administer its operations, jus...",171,110433,1.018,227.75,197.44,82.21,2008-09-30,slekap
253,"Your primary objective should be to touch-type; that is, to ...",273,24170,0.934,216.39,155.12,50.22,2008-09-30,arenasnow
254,"Your primary objective should be to touch-type; that is, to ...",97,4673,0.789,254.37,182.15,71.4,2008-10-02,joshua728
255,There is a trick for learning to type faster. That trick is ...,94,5380,0.881,252.12,187.95,79.5,2008-10-02,arenasnow
256,"Imagine considering ""if"" as a two-finger movement instead of...",322,71970,0.903,207.49,172.48,73.96,2008-09-30,chakk
257,"Imagine words like ""if"" as a two-finger movement instead of ...",169,3301,0.752,244.16,171.13,64.16,2008-10-08,chakk
258,The ultimate way to compose is to be able to keyboard as fas...,323,121148,1.052,223.9,189.16,83.45,2008-09-30,joshua728
259,The ultimate way to compose is to be able to keyboard as fas...,121,6975,0.923,226.24,191.49,67.93,2008-10-01,arenasnow
260,"The world of typing has changed. In the 1970s, every busines...",285,92055,0.964,206.11,177.32,74.9,2008-09-30,arenasnow2
261,"Keying text quickly is important, but it is more important t...",231,115318,1.025,243.89,183.06,79.96,2008-09-30,joshua728
262,"Keying text quickly is important, but it is more important t...",163,117575,1.003,218.35,184.66,78.19,2008-09-30,arenasnow
263,Too often writers believe that they can emphasize words by p...,369,80301,1.014,202.81,173.16,85.83,2008-09-30,arenasnow
264,Your ring finger is the most difficult of all fingers to con...,262,26244,0.996,222.66,161.7,53.34,2008-09-30,arenasnow
265,Take a break. Shake your hands loosely at the wrists. Stretc...,183,5679,0.828,218.96,166.78,53.62,2008-10-01,joshua728
266,"On a manual typewriter, strike the key with a nice sharp str...",218,117405,1.013,235.91,192.12,79.1,2008-09-30,arenasnow2
267,All typewriters are adjusted to type 6 lines to the inch fro...,142,5731,0.778,201.82,159.79,50.91,2008-10-01,arenasnow
268,"The typewriter had a problem, though. Try to type quickly on...",190,14928,0.889,247.13,168.54,46.92,2008-10-01,joshua728
269,Sholes consulted with an educator who helped him analyze the...,430,63142,0.962,212.5,173.34,81.91,2008-09-30,joshua728
270,Sholes consulted with an educator who helped him analyze the...,328,13701,0.899,231.93,134.46,52.66,2008-09-30,joshua728
271,Sholes split up the most common pairings of letters in the E...,255,9148,0.87,234.3,141.25,43.26,2008-10-01,joshua728
272,In 1873 the Sholes & Glidden Type Writer became the first to...,396,53911,0.914,196.94,166.47,78.34,2008-09-30,arenasnow2
273,"Other keyboard layouts have been created since, and some are...",212,25318,0.966,243.87,154.16,51.43,2008-09-30,joshua728
274,"Other keyboard layouts have been created since, but the orig...",170,5882,0.864,245.25,173.14,56.87,2008-10-01,joshua728
275,Typing competitions provided another test of the Qwerty keyb...,331,69848,0.962,213.88,178.28,82.51,2008-09-30,joshua728
276,Typing competitions provided another test of the Qwerty keyb...,239,24269,0.888,217.08,142.63,47.01,2008-09-30,joshua728
277,"Under the headline ""Wonderful Typing,"" the New York Times re...",316,66484,0.795,205.56,159.38,62.19,2008-09-30,joshua728
278,"According to the popular story, the keyboard invented by Aug...",393,60799,0.906,203.01,167.63,77.52,2008-09-30,arenasnow2
279,That Qwerty survived significant challenges early in the his...,184,5104,0.798,216.62,164.07,50.07,2008-10-01,joshua728
280,These contests provided ample opportunity to demonstrate the...,295,83894,0.936,202.23,170.73,75.47,2008-09-30,arenasnow
281,The evidence in the standard history of Qwerty versus Dvorak...,348,74629,0.916,220.35,166.37,73.11,2008-09-30,
282,I'd just like to point out that you were given every opportu...,358,99078,1.015,214.19,183.69,83.68,2008-09-30,arenasnow2
283,Since every piece of matter in the Universe is in some way a...,316,113900,1.02,216.62,182.19,80.47,2008-09-30,chakk
284,"This planet has, or rather had, a problem, which was this: m...",360,104974,1.057,220.93,185.42,85.87,2008-09-30,joshua728
285,"The Earth is a world, the world is a ball, a ball in a game ...",171,149766,1.092,224.7,192.36,85.84,2008-09-30,florentine
286,We've arranged a global civilization in which most crucial e...,236,101432,0.958,215.36,172.36,73.58,2008-09-30,joshua728
287,"In the witch trials, it was nearly impossible to provide com...",383,72307,0.973,200.12,171.96,82.33,2008-09-30,arenasnow
288,Lucid but wholly false recollections can easily be induced b...,220,112349,0.998,219.27,181.46,77.09,2008-09-30,joshua728
289,Lucid but wholly false recollections can easily be induced b...,115,6041,0.822,264.32,172.66,55.81,2008-09-30,joshua728
290,At first they had tried to keep the finding quiet. After all...,323,97545,0.998,212.02,174.55,80.22,2008-09-30,joshua728
291,At first they had tried to keep the finding quiet. After all...,202,11414,0.876,240.19,144.94,41.06,2008-09-30,joshua728
292,At first they had tried to keep the finding quiet. After all...,127,4223,0.797,235.88,167.02,66.87,2008-10-01,joshua728
293,"One respondent said ""For women - a lot of games are crap - t...",211,98065,0.939,206.0,176.8,72.07,2008-09-30,joshua728
294,Humans need to practice what they are learning a good deal b...,233,139899,1.112,222.38,191.31,87.27,2008-09-30,florentine
295,Good games offer players a set of challenging problems and t...,129,147918,1.093,232.43,206.61,85.99,2008-09-30,tsvukk
296,"Good games stay within, but at the outer edge, of the player...",199,124644,0.993,208.81,181.65,77.08,2008-09-30,arenasnow
297,"Good games stay within, but at the outer edge, of the player...",167,5723,0.816,217.5,166.3,54.42,2008-10-02,chakk
298,It is possible that I already had some presentiment of my fu...,234,130078,1.046,266.14,190.09,81.71,2008-09-30,
299,"Yet one fine day, in a fit of euphoria, after he had picked ...",314,105226,0.986,223.06,179.14,76.2,2008-09-30,chakk
300,I am learning about twenty new Italian words a day. Where am...,252,124690,1.054,215.68,186.48,83.23,2008-09-30,joshua728
301,All time is all time. It does not change. It does not lend i...,205,142198,1.052,281.43,196.85,84.26,2008-09-30,
302,I had a friend who was a heavy drinker. If somebody asked hi...,216,97490,0.902,205.53,173.93,70.23,2008-09-30,arenasnow
303,"Good evening, London. Allow me first to apologize for this i...",442,69488,0.974,214.33,173.65,83.13,2008-09-30,quitless
304,"Allow me first to apologize for this interruption. I do, lik...",216,26164,0.902,230.93,145.76,47.15,2008-10-01,joshua728
305,"I hope that whoever you are, you escape this place. I hope t...",315,128714,1.098,248.08,194.62,91.67,2008-09-30,chakk
306,"I was shaking like a leaf, so without thinking I lit up a ci...",378,76837,0.975,196.51,171.24,83.08,2008-09-30,quitless
307,"I know a bloke who knows a bloke who knows a bloke. Now, I k...",110,131764,1.055,259.54,226.77,89.22,2008-09-30,joshua728
308,Involuntarily I glanced seaward - and distinguished nothing ...,248,96843,0.946,391.68,175.45,72.88,2008-09-30,flatrix
309,Involuntarily I glanced seaward - and distinguished nothing ...,149,5520,0.793,228.27,161.09,52.91,2008-10-01,joshua728
310,"When we pulled out into the winter night and the real snow, ...",450,78163,0.994,210.86,179.49,85.41,2008-09-30,quitless
311,"When we pulled out into the winter night and the real snow, ...",237,27908,0.981,223.51,156.14,51.24,2008-09-30,arenasnow
312,Parisian French is different from Provincial French and Germ...,194,100498,0.94,202.0,172.32,70.6,2008-09-30,
313,So what's in this for you? Should you rush out in search of ...,288,103000,1.016,221.92,183.27,83.21,2008-09-30,slekap
314,So what's in this for you? Should you rush out in search of ...,196,15010,0.872,218.45,166.84,46.07,2008-09-30,joshua728
315,"Milt, with the excellent timing of a master comedy writer, w...",287,86626,0.966,212.97,172.51,77.37,2008-09-30,arenasnow2
316,Quality humor doesn't just deliver one gag and then tax the ...,249,107282,0.979,211.14,178.49,75.83,2008-09-30,megaextremist
317,The beginner writes just twenty pieces. The professional wri...,308,73318,0.968,211.44,175.82,83.12,2008-09-30,arenasnow2
318,The beginner writes just twenty pieces. The professional wri...,209,116974,0.986,213.43,184.54,76.93,2008-09-30,arenasnow
319,Remember that humor is written backwards. That means you fir...,129,149952,1.085,238.12,211.47,87.29,2008-09-30,birthdaykids
320,One essential rule: make sure the joke is the last possible ...,227,132682,1.06,254.51,191.26,83.8,2008-09-30,
321,We all know people who are very bright but who do not always...,230,128688,1.05,257.63,191.8,83.44,2008-10-03,
322,We all know people who are very bright but who do not always...,193,5953,0.874,230.77,173.29,58.73,2008-10-04,joshua728
323,"Often, we assume that a familiar situation will be but a rep...",254,109289,0.973,252.17,178.01,75.36,2008-10-03,
324,Facts can be thought of as objective or subjective. Things a...,292,104179,0.988,202.58,174.38,76.65,2008-10-03,arenasnow
325,Facts can be thought of as objective or subjective. Things a...,163,5743,0.823,221.54,160.56,53.47,2008-10-04,joshua728
326,I have quit three jobs and been fired from all the rest. Get...,281,129102,1.061,212.21,189.02,85.5,2008-10-03,arenasnow
327,Being able to quit things that don't work is integral to bei...,240,128245,1.033,241.39,196.11,83.05,2008-10-03,typos_z
328,The alternative to binge travel - the mini retirement - enta...,253,123463,1.053,256.64,192.91,83.72,2008-10-03,
329,The alternative to binge travel entails relocating to one pl...,201,5952,0.888,220.03,171.8,58.05,2008-10-04,arenasnow
330,Let's face it: there are tons of things in your home and lif...,261,127565,1.054,234.69,191.93,83.75,2008-10-03,joshua728
331,It was hard to toss things I had once thought were valuable ...,401,104136,1.033,225.13,190.05,84.99,2008-10-03,joshua728
332,It was hard to toss things I had once thought were valuable ...,293,11207,0.894,223.12,152.43,42.64,2008-10-04,joshua728
333,"It is a period of civil war. Rebel spaceships, striking from...",232,24445,0.862,218.01,150.11,45.4,2008-10-07,joshua728
334,"Pursued by the Empire's sinister agents, Princess Leia races...",176,5097,0.803,191.04,160.01,50.06,2008-10-07,arenasnow
335,"During the battle, Rebel spies managed to steal secret plans...",270,23746,0.864,215.76,139.95,45.38,2008-10-07,joshua728
336,And I will strike down upon thee with great vengeance and fu...,203,120673,1.007,220.61,183.33,79.07,2008-10-07,sadboione
337,"Blessed is he, who in the name of charity and good will, she...",177,15846,0.929,241.64,170.96,48.72,2008-10-07,joshua728
338,"Ever since I was a child, folks have thought they had me peg...",131,145993,1.047,251.8,203.48,84.31,2008-10-07,joshua728
339,"I know what ""exacerbate"" means. There is not a word or a sen...",110,15711,0.87,211.0,171.28,47.41,2008-10-07,joshua728
340,"If I leave here tomorrow, would you still remember me? For I...",272,109778,0.99,221.11,182.6,78.73,2008-10-07,arenasnow2
341,"If I leave here tomorrow, would you still remember me? For I...",134,6174,0.803,255.44,171.77,56.87,2008-10-07,joshua728
342,She's got eyes of the bluest skies as if they thought of rai...,247,137080,1.07,222.94,195.35,86.8,2008-10-07,joshua728
343,Her hair reminds me of a warm safe place where as a child I'...,127,6857,0.902,269.02,191.4,64.68,2008-10-07,joshua728
344,"She's got a smile that, it seems to me, reminds me of childh...",259,132352,1.054,245.4,187.4,84.68,2008-10-07,
345,"She's got a smile that, it seems to me, reminds me of childh...",127,6834,0.879,233.74,181.29,63.21,2008-10-07,florentine
346,Is this the real life? Is this just fantasy? Caught in a lan...,287,100497,0.953,209.94,176.53,75.01,2008-10-07,joshua728
347,Is this the real life? Is this just fantasy? Caught in a lan...,137,6269,0.815,223.1,167.25,55.83,2008-10-07,joshua728
348,"My friend, I shall be pedagogic, and say you ought to start ...",224,112862,1.025,225.58,179.89,80.29,2008-11-14,joshua728
349,"My friend, I shall be pedagogic, and say you ought to start ...",154,5470,0.797,218.59,161.35,55.14,2008-11-14,joshua728
350,Yet the web of thought has no such creases and is more like ...,235,110422,0.989,211.38,179.86,77.74,2008-11-14,quitless
351,With the coming of Dean Moriarty began the part of my life y...,337,95683,1.028,208.27,179.42,83.26,2008-11-14,joshua728
352,With the coming of Dean Moriarty began the part of my life y...,204,10807,0.908,222.36,149.1,42.89,2008-11-14,joshua728
353,Dean is the perfect guy for the road because he actually was...,132,6331,0.864,223.04,170.95,60.26,2008-11-14,joshua728
354,"I went to the woods because I wished to live deliberately, t...",212,137029,1.088,228.02,195.81,87.07,2008-11-14,chakk
355,Many rivers to cross but I can't seem to find my way over. W...,269,110805,1.046,215.27,183.0,85.13,2008-11-14,arenasnow
356,Many rivers to cross but I can't seem to find my way over. W...,188,11648,0.934,205.95,150.43,43.82,2008-12-30,joshua728
357,Many rivers to cross but I can't seem to find my way over. W...,124,4402,0.824,229.21,169.8,70.18,2008-11-14,joshua728
358,"People get ready, there's a train coming. You don't need no ...",189,124591,1.017,224.07,186.72,79.63,2008-11-14,joshua728
359,You've got a way to keep me on your side. You give me cause ...,171,144026,1.065,236.6,200.29,86.51,2008-11-14,florentine
360,I remember when we used to sit in the government yard in Tre...,277,108011,1.007,202.58,183.83,79.61,2008-11-14,alpha_panda
